x,y
0.0,0.9934283060224653
0.20408163265306123,0.23367547929028376
0.40816326530612246,2.315785239466691
0.6122448979591837,4.5766719577140105
0.8163265306122449,1.5725095770839403
1.0204081632653061,2.0827464942649043
1.2244897959183674,6.219650120810702
1.4285714285714286,5.106298029734389
1.6326530612244898,3.1426838811913202
1.836734693877551,5.676956821865807
2.0408163265306123,4.175205430701606
2.2448979591836737,4.680785390818671
2.4489795918367347,6.6063735227239055
2.6530612244897958,2.806092571908894
2.857142857142857,3.6930214778310777
3.0612244897959187,6.528486166007851
3.2653061224489797,6.137603065453602
3.4693877551020407,9.30196405294565
3.673469387755102,7.367625318345334
3.8775510204081636,6.869270148349825
4.081632653061225,13.135379170496169
4.285714285714286,10.262733113312642
4.4897959183673475,11.359546205294217
4.6938775510204085,8.885197505124108
4.8979591836734695,11.15613251013331
5.1020408163265305,12.976947220236058
5.3061224489795915,10.963318967604375
5.510204081632653,14.526906240772977
5.714285714285714,13.084436905876677
5.918367346938775,14.212530867760385
6.122448979591837,14.1027092245208
6.326530612244898,19.52088289963012
6.530612244897959,16.29953616276903
6.73469387755102,14.721312835965751
6.938775510204081,18.99202859971658
7.142857142857143,15.415455557200813
7.346938775510204,18.785074128785023
7.551020408163265,14.958210772648611
7.755102040816327,16.731383004243956
7.959183673469388,20.29168165541172
8.16326530612245,21.885096425296943
8.36734693877551,21.261103909318717
8.571428571428571,21.197274863794945
8.775510204081632,21.336568119025504
8.979591836734695,19.491935611101884
9.183673469387756,21.519495256679974
9.387755102040817,22.548110213182465
9.591836734693878,26.093836289172526
9.795918367346939,25.17703249750427
10.0,21.47391968927453
