x1,x2,y
-10.70605321,23.76033686,1
27.27594629,-20.14922882,4
17.56022683,15.10077442,2
61.32785635,-34.76058358,4
25.95532912,24.63308865,2
44.49227488,-19.2666289,4
48.81449226,-12.7653489,4
-36.2749404,9.287323491,1
27.58494681,23.67057643,2
16.2490666,-2.17138296,2
22.45946918,17.49960185,2
30.13307161,19.46160824,2
26.75975241,21.36771591,2
17.07786063,23.35399695,2
10.47601671,10.88629825,3
64.74637272,-21.9464382,4
4.135789158,-29.16658485,3
29.40584933,33.4763494,2
41.39142819,-24.67847907,4
26.47939645,-5.295500753,4
-0.535111428,-15.74728723,3
-15.85357482,11.97470583,1
4.011181424,18.56206427,2
38.26872741,0.483904977,4
16.68289797,-27.25905336,3
27.38837204,-8.650838717,4
0.103786789,-30.00318529,3
8.98418917,-10.36704604,3
37.5014669,-13.27727175,4
-11.2239499,17.71563196,1
25.93502492,-2.875765848,4
-30.35727355,19.02350955,1
-13.20921736,29.1141355,1
-23.03165335,5.833318471,1
38.26539028,-10.80390195,4
38.16439101,-28.54679203,4
-18.55931287,24.87821277,1
-8.504674939,-25.97252652,3
49.97265664,-6.079851379,4
-8.465816497,1.73793379,3
39.50987451,-28.81951667,4
3.12906439,-31.0576087,3
-13.73641624,0.383251859,1
-23.17554177,30.78456859,1
62.33037678,-8.338864049,4
-16.6562084,-3.399831328,3
37.40971755,3.980982479,4
19.32103693,7.087299845,2
37.33613867,-34.98735029,4
-21.80318624,-25.79042455,3
20.05869685,14.44701287,2
35.08262986,-25.57682235,4
0.764185925,-33.92741962,3
-19.78891368,7.1409151,1
-29.54967253,18.97291242,1
3.098015836,1.625639721,3
45.00097486,-11.65554618,4
10.92722288,-0.552586423,2
46.67496955,-29.90302354,4
-28.00104938,-3.009334726,1
-2.611934282,19.6986445,1
-13.86671435,16.82159214,1
15.94914293,33.55820594,2
-16.3879082,35.95534715,1
7.386876024,23.88805543,2
20.18942905,40.49915791,2
37.62393951,-30.53686783,4
17.39217182,31.94899423,2
0.991014656,-34.18363849,3
22.18912669,28.20009574,2
30.31005449,-20.42216235,4
15.902611,-32.51572833,3
6.188158885,-12.70119239,3
13.03801634,33.36738375,2
3.546789555,-18.02487733,3
6.191682561,-17.39762607,3
-10.73237687,30.47204677,1
13.00822252,24.07554957,2
34.07597555,-31.89844238,3
26.01365154,-13.55913474,4
34.18792536,-8.965435636,4
-3.02293448,-33.88174506,3
46.88529444,-46.40397162,4
-12.27545427,14.53897311,1
-21.35011287,14.91914868,1
41.16377579,-20.05742709,4
41.25495268,-23.41926181,4
-8.596082565,11.47573229,1
-44.03073898,21.95390308,1
-23.17391535,4.080595653,1
14.18663341,-23.98042976,3
-0.534836865,-35.08704729,3
5.633204217,-14.72317731,3
-23.99059295,10.60297767,1
13.9639808,16.83647228,2
-1.653556339,-21.83486709,3
39.25644354,11.71822354,2
-38.76656872,19.4354444,1
49.35671434,-22.40289617,4
-36.76613799,16.76501467,1
26.89592555,27.90172602,2
12.66559999,51.07335815,2
-22.24662628,-2.340958002,1
-25.18942785,36.45658475,1
39.39239968,-18.9135922,4
38.30378611,-21.23173485,4
48.086929,10.17820711,2
48.60954812,-10.84414643,4
-10.48428842,-39.40219614,3
0.293056548,-15.29906444,3
17.72395498,28.22427884,2
34.72214831,37.90615993,2
2.259775422,26.2271554,1
-9.223054569,-17.2737894,3
34.30083358,21.01338987,2
-4.162510794,22.01397236,1
-11.34713875,-9.874762258,1
-13.82639651,-29.85358274,3
4.649961505,-16.10479824,4
-21.09470801,-9.215290177,3
-32.24769621,24.68353276,1
-11.23771128,27.60495736,2
-24.43256793,7.213994199,1
-10.08699902,35.30323347,1
22.48050299,2.572199935,2
34.98871352,27.98982265,2
16.50422954,14.42771559,2
7.859310961,-23.91914765,3
40.27361466,-41.13207651,4
3.597613731,-9.418360321,3
40.35458343,-11.12824484,4
45.81061045,-20.85933222,4
25.92957384,12.87009641,2
-28.0762725,15.57829361,1
26.57099589,17.44058028,2
-18.8531574,-5.005612526,1
6.007722169,-15.96707345,3
-7.043297256,-34.03104305,3
10.80544215,17.40836787,2
11.81840791,22.42692148,2
6.462438595,-13.78526927,3
34.2344012,-26.51903319,4
48.88297357,-12.11960748,4
57.90407345,-14.59367974,4
-3.066873817,23.79278944,1
-20.80607323,-13.67465113,3
-0.226136091,-2.597969962,3
39.9599319,-22.87997438,4
55.13861413,-13.00394413,4
-20.28979475,36.39827632,1
-15.23650664,-18.08827637,3
10.24990366,18.03946745,2
47.77436071,-6.000766158,4
-19.0730092,24.43227746,1
0.74009889,-29.82099565,3
35.68938534,-21.30929182,4
-3.895148348,10.92144075,2
22.55563265,-16.06327013,4
-9.716042728,-46.66201532,3
-33.45010872,30.35456848,1
43.19734651,-27.64428958,4
-3.041797783,-17.31695926,3
-0.883020518,0.311474058,3
-11.44726787,-20.0671364,3
46.96702674,-9.111213158,4
-10.46288211,-20.58469002,3
36.01859523,-7.992917959,4
-12.99274443,-24.70149323,3
-30.15439018,13.6037283,1
23.66021921,26.98735248,2
37.7188607,11.10026154,2
-6.32025405,29.6390917,1
-28.12931222,15.02694959,1
-30.69557541,8.530782822,1
32.58235852,20.14561142,2
-17.26653972,-15.70883728,3
36.22638579,-15.42630712,4
-33.58278897,7.18634712,1
31.85664654,-12.06943389,4
7.956780574,0.27973158,1
-2.044614435,-24.23983614,3
-6.310929031,-4.740824892,3
-8.591811259,-21.23182423,3
7.217065644,-12.57650785,3
46.83017861,-18.99801808,4
-1.790278503,-3.231020339,3
-3.890050504,11.38723624,1
-27.20338887,22.01728872,1
-1.830689813,19.48118597,1
14.1415021,14.41957739,2
1.591442438,35.28130166,1
-22.88962409,23.7091588,1
-22.59147232,26.59921588,1
-6.357799923,23.02163754,1
-0.787246368,1.418893924,3
-10.70482325,22.52651222,1
-26.14552448,28.9182383,1
13.39987779,-24.06242462,3
23.82229962,-6.133215805,2
-18.74952993,23.37034147,1
-9.397665259,-32.99580737,3
6.332399561,-34.87219599,3
-23.984186,19.58488118,1
37.54590022,-32.86734519,4
4.272816047,24.12579724,2
35.0841492,-19.47489517,4
-27.54239027,-25.00712233,3
-5.971833895,-12.62852859,3
