x1,x2,y
-22.34226579,18.06913694,1
43.02083794,-14.94803628,4
27.19862974,20.9632069,2
34.07341661,-23.92817128,4
13.33019489,14.62445717,2
39.40354848,-20.22558057,4
38.2132868,-10.49968438,4
-26.29299998,25.19622245,1
18.01938042,12.72387967,2
13.7790749,18.85997436,2
17.35690191,17.27334908,2
12.83367938,27.92786522,2
24.40762368,27.83905464,2
21.43436585,18.30130131,2
-4.573027492,-6.845698554,3
34.8699319,-21.60873546,4
-5.270652914,-18.78000314,3
12.55230543,17.9772557,2
48.62200721,-21.9621604,4
50.96239384,-15.87653691,4
0.760049674,-15.21251759,3
-17.66634945,20.23490994,1
30.58670228,15.14115028,2
29.43252289,-27.5882369,4
-14.24173984,-19.36964438,3
32.31186332,-6.190018203,4
-11.31677369,-30.49990007,3
1.364297577,-20.79164932,3
34.27305022,-21.19683462,4
-10.30943511,14.53241475,1
47.29273167,-6.982074675,4
-17.57163025,13.40370913,1
-20.41780586,21.63300927,1
-18.36984523,16.69076323,1
40.36352538,-17.71155569,4
41.72187639,-4.34698482,4
-17.61798098,17.03478697,1
-4.001196424,-27.81279625,3
28.59417095,-27.88093205,4
-2.249311994,-4.882272195,3
32.57714134,-25.77632542,4
-5.668932899,-8.969595146,3
-15.74549179,14.12742071,1
-20.29160075,34.44125679,1
43.92749636,-19.75232303,4
-6.685148587,-32.78047178,3
39.52421824,-14.82390697,4
14.83000894,10.206514,2
36.86437399,-21.84774546,4
-7.897230313,-29.53012963,3
21.24395586,17.3748451,2
42.19655098,-16.38644611,4
3.990746127,-15.02741793,3
-19.30178042,12.27689772,1
-22.77981049,20.26140979,1
-2.854356377,-8.361086205,3
41.37761162,-39.67319633,4
7.903576142,22.45545481,2
40.77653525,-20.70405263,4
-16.28656372,9.996729049,1
-16.91572403,25.60748935,1
-14.39893213,22.63656312,1
20.48997825,30.77552672,2
-16.33362353,15.38347207,1
20.2656578,18.39413547,2
8.665599946,21.23165666,2
47.9599284,-23.9654562,4
26.07844017,27.3641573,2
1.082076273,-20.07372755,3
24.77709783,25.85950022,2
46.13912279,-20.76248008,4
2.569127014,-32.40533659,3
-5.443448707,-12.68326836,3
27.15172748,24.79755233,2
6.738648901,-24.63068459,3
14.44080055,-18.45226881,3
-19.59613282,17.23864728,1
18.83269093,34.88161373,2
5.36405752,-33.24551055,3
44.87478723,-19.5802074,4
39.11113722,-20.63432219,4
-3.95955139,-18.44652096,3
43.08186599,-27.1694166,4
-22.55513451,30.4725432,1
-22.97578502,25.97875432,1
46.99969709,-21.5525574,4
47.09607306,-15.22376939,4
-20.53011268,11.76004691,1
-24.23249596,24.91186049,1
-28.06046023,10.69377246,1
-0.2175916,-16.65783673,3
12.67403734,-31.98348361,3
2.775047228,-20.08604902,3
-20.5298352,22.56073147,1
15.70638279,18.51354052,2
6.775766372,-19.22294637,3
23.60478821,21.12401311,2
-22.33441082,11.77389386,1
34.15013139,-22.76559901,4
-31.42670615,16.65554534,1
12.82897221,12.25020666,2
20.64230873,33.88790379,2
-21.42512777,30.82507072,1
-16.13507123,26.35633281,1
38.56684012,-11.37358442,4
52.16551161,-11.65473028,4
20.15383774,16.35248499,2
38.96219604,-24.18886675,4
-4.262572829,-18.99849901,3
2.441656962,-21.75388989,3
20.79703114,19.56662147,2
19.47056657,18.68396908,2
-14.66146592,25.6685217,1
-3.2420443,-23.58302964,3
15.73064653,24.96403291,2
-9.186679609,18.18836073,1
-18.04193043,25.89450755,1
7.474258114,-34.25665482,3
34.5952806,-12.91995947,4
9.156246555,-19.8797976,3
-16.88281841,21.41956206,1
16.70853796,23.88193497,2
-22.57038015,23.86779632,1
-22.21637077,17.99299509,1
20.93215327,18.20428884,2
28.49264337,31.40606034,2
18.9815493,15.2690809,2
10.17879975,-25.86046202,3
41.38928071,-28.70700686,4
1.600009081,-26.11554563,3
45.87263279,-15.79711206,4
40.03829806,-25.20715203,4
25.73811697,23.73656113,2
-16.12694723,23.46451013,1
27.82616835,27.59544228,2
-14.34518729,8.402153965,1
4.13227424,-14.75879532,3
2.629394319,-20.43875515,3
23.14437077,18.59193388,2
5.53169434,17.90077939,2
2.456467774,-6.810221155,3
36.40698942,-28.09175781,4
41.61515696,-17.15563447,4
38.24102931,-17.13442095,4
-25.72361075,17.8236762,1
-7.912913498,-25.38470986,3
12.37287133,-11.01476802,3
41.66245954,-14.35245403,4
44.07866946,-16.49372506,4
-28.55798996,28.03746917,1
-2.102354945,-23.88602825,3
13.64885062,19.29423625,2
42.25236796,-19.00280652,4
-21.09456831,20.11953798,1
-11.21505937,-19.53028642,3
48.67520722,-34.56392173,4
10.996406,31.01991101,2
38.0855023,-25.85080632,4
8.131324446,-23.82967122,3
-23.20276566,26.73161461,1
32.08640589,-21.10417384,4
-2.095388122,-25.38439715,3
-4.461056258,-1.538573074,3
-0.603005659,-14.53361322,3
36.86273365,-20.04196732,4
-0.014677142,-24.27532917,3
38.39849034,-28.21703587,4
-6.295738884,-21.54986449,3
-12.32459721,19.91485751,1
16.35380607,10.96467469,2
